activity_new,channel_sales,cons_12m,cons_gas_12m,cons_last_month,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,price_p1_var_mean,price_p1_var_std,price_p1_var_min,price_p1_var_max,price_p2_var_mean,price_p2_var_std,price_p2_var_min,price_p2_var_max,price_p3_var_mean,price_p3_var_std,price_p3_var_min,price_p3_var_max,price_p1_fix_mean,price_p1_fix_std,price_p1_fix_min,price_p1_fix_max,price_p2_fix_mean,price_p2_fix_std,price_p2_fix_min,price_p2_fix_max,price_p3_fix_mean,price_p3_fix_std,price_p3_fix_min,price_p3_fix_max,price_p1_var_change,price_p2_var_change,price_p3_var_change,price_p1_fix_change,price_p2_fix_change,price_p3_fix_change,price_energy_peak_offpeak_spread,price_p1_var_max_monthly_move,tenure_years,months_to_end,months_to_renewal,months_since_modif,lifespan_years,cons_per_product,recent_cons_ratio,net_margin_per_cons,is_dual_fuel,has_forecast_bill,churn
missing,foosdfpfkusacimwkcsosbicdxkicaua,10635.0,0.0,783.0,,,,,1579.87,783.0,0.0,20.07,0.144152,0.0,44.31137796,0.0,113.51,24.52,24.52,2,131.24,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,0.1483765,0.002157135748246659,0.146032,0.150591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.38545035999999,0.08753223022606474,44.26693116,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045590000000000075,0.0,0.0,0.17777879999999868,0.0,0.0,0.1483765,0.004461999999999994,3.728952772073922,3.252299605781866,-8.672798948751643,9.789750328515112,3.728952772073922,5317.5,0.8834978843441467,0.01234038551951105,0,0,0
other,usilxuppasemubllopkaafesmlibmsdf,64480.0,41.0,5343.0,,,,,784.23,0.0,0.0,18.27,0.146694,0.0,44.31137796,1.0,0.0,34.68,34.68,2,79.4,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.1511105,0.0022348915979405804,0.148586,0.153048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44470995999999,0.0,44.44470996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039919999999999956,0.0,0.0,0.0,0.0,0.0,0.1511105,0.004461999999999994,3.863107460643395,1.6425755584756898,-10.151116951379763,18.134034165571617,3.863107460643395,32240.0,0.9943548387096774,0.001231389578163772,1,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,25757.0,0.0,0.0,149.16,149.16,2162.25,0.0,735.73,0.0,0.0,147.02,0.118646,0.102308,40.606701,0.0,0.0,40.38,40.38,1,108.44,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,0.12629291666666662,0.004094947651088084,0.1216569999999999,0.129818,0.10597858333333333,0.0018409905662853134,0.103973,0.108142,0.0770135,0.0014842815525609415,0.075004,0.078052,40.6745798,0.08021409643117337,40.56596939999999,40.728885,24.404746919999997,0.04812845785870219,24.33958068,24.43733004,16.26983288,0.03208563857246768,16.22638872,16.29155496,-0.007787000000000099,-0.0028900000000000037,0.0029939999999999967,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.02031433333333328,0.008161000000000085,3.6906228610540723,3.712220762155059,-8.278580814717477,44.283837056504595,3.6906228610540723,25757.0,0.0,0.0042101176379236716,0,1,0
missing,,5476.0,0.0,1778.0,341.33,341.33,1255.13,256.2,803.53,1778.0,0.0,20.82,0.142881,0.0,45.80687796,0.0,256.2,18.12,18.12,1,44.92,6,lxidpiddsbxsbosboudacockeimpuepw,10.392,0.14812125,0.0033116475747112565,0.144291,0.151635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.60582026,0.6308835611624545,44.26692996,45.94470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006877999999999995,0.0,0.0,1.6777787999999987,0.0,0.0,0.14812125,0.004461999999999994,6.195756331279945,9.658344283837057,-2.3324572930354797,4.204993429697766,6.195756331279945,5476.0,3.89627465303141,0.008203067932797663,0,1,0
apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,2288838.0,0.0,237044.0,,,,,701.36,738.0,0.0,16.38,0.16695,0.089695,44.31137796,0.0,95.2,16.84,16.84,1,71.43,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0.1708356666666667,0.0017198397035946922,0.168958,0.173586,0.08915325,0.0012531224365197081,0.08797,0.090964,0.0,0.0,0.0,0.0,44.355820560000005,0.09284195034785166,44.26693116,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029840000000000144,0.002240999999999993,0.0,0.17777879999999868,0.0,0.0,0.08168241666666669,0.004627999999999993,5.577002053388091,5.091984231274639,-6.800262812089356,66.91852825229961,5.577002053388091,2288838.0,1.2427825822535277,3.120797540061813e-05,0,0,0
missing,,2660.0,0.0,0.0,0.0,0.0,930.13,0.0,399.7,0.0,0.0,15.11,0.1457109999999999,0.0,44.31137796,0.0,0.0,22.52,22.52,1,42.91,7,lxidpiddsbxsbosboudacockeimpuepw,13.86,0.1497179090909091,0.002037644741094267,0.1476,0.152062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.363901196363635,0.09284220102060237,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037669999999999926,0.0,0.0,0.17777879999999868,0.0,0.0,0.1497179090909091,0.004461999999999994,6.5188227241615335,5.781865965834428,-6.2089356110381075,78.21944809461235,6.5188227241615335,2660.0,0.0,0.01613157894736842,0,1,0
missing,ewpakwlliwisiwduibdlfmalxowmwpci,1397.0,0.0,0.0,,,,,210.98,0.0,0.0,15.96,0.146694,0.0,44.31137796,0.0,0.0,34.68,34.68,1,21.76,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0.15064316666666666,0.002356062270875368,0.147983,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693026,5.427204220461904e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005149999999999988,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.15064316666666666,0.004461999999999994,3.969883641341547,12.3850197109067,0.42706964520367935,47.63469119579501,3.969883641341547,1397.0,0.0,0.015576234788833215,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,10182.0,0.0,0.0,0.0,0.0,2432.62,0.0,1041.67,0.0,0.0,119.99,0.120372,0.103487,40.606701,0.0,0.0,49.92,49.92,1,136.08,3,lxidpiddsbxsbosboudacockeimpuepw,25.0,0.10743525,0.050302720533919806,0.0,0.131549,0.08991458333333334,0.04203511027367119,0.0,0.109324,0.06391766666666662,0.0298732412349043,0.0,0.0772549999999999,33.9407375,15.853696984688044,0.0,40.728885,20.3644417,9.512217817133333,0.0,24.43733004,13.576295799999999,6.341479167554711,0.0,16.29155496,-0.130657,-0.108445,-0.074567,-40.728885,-24.43733004,-16.29155496,0.017520666666666657,0.123388,2.8829568788501025,1.3797634691195795,-10.578186596583443,17.805519053876477,2.8829568788501025,10182.0,0.0,0.013364761343547438,0,1,0
other,foosdfpfkusacimwkcsosbicdxkicaua,3538.0,0.0,0.0,,,,,525.63,0.0,0.0,19.8,0.144902,0.0,44.31137796,0.0,0.0,15.72,15.72,1,43.99,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0.1486981666666666,0.0018904829509621543,0.145749,0.1502109999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.32619036,0.08753252564713412,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034229999999998983,0.0,0.0,0.17777879999999868,0.0,0.0,0.1486981666666666,0.0044619999999999105,4.369609856262834,7.588699080157687,-4.402102496714849,52.43101182654402,4.369609856262834,3538.0,0.0,0.012433578292820803,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,18607.0,0.0,0.0,,,,,628.89,0.0,0.0,15.28,0.146694,0.0,44.31137796,0.0,0.0,28.6,28.6,1,79.45,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0.15121716666666665,0.002322864839073954,0.148586,0.153133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.38545035999999,0.08753223022606474,44.26693116,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045469999999999955,0.0,0.0,0.17777879999999868,0.0,0.0,0.15121716666666665,0.004461999999999994,3.728952772073922,3.252299605781866,-8.672798948751643,26.05124835742444,3.728952772073922,18607.0,0.0,0.004269898425323803,0,0,0
other,,24773.0,0.0,0.0,,,,,2735.17,0.0,0.0,17.53,0.159722,0.081824,44.31137796,0.0,0.0,29.76,29.76,1,251.33,6,ldkssxwpmemidmecebumciepifcamkci,13.2,0.16617999999999997,0.002501771372447978,0.1633609999999999,0.168705,0.08458774999999996,0.00042048308256967764,0.084119,0.085058,0.0,0.0,0.0,0.0,44.26693036,5.908391611818393e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005344000000000099,0.00018599999999989458,0.0,-1.1999999998124622e-06,0.0,0.0,0.08159225,0.004628000000000104,5.9110198494182065,1.0512483574244416,-10.709592641261498,0.5256241787122208,5.9110198494182065,24773.0,0.0,0.010145319501069713,0,0,0
missing,,15942.0,0.0,432.0,,,,,1306.63,432.0,0.0,361.64,0.1005279999999999,0.092955,58.99595196,0.0,36.22,-3.15,-3.15,1,163.13,8,ldkssxwpmemidmecebumciepifcamkci,17.5,0.10760858333333333,0.003411463601083136,0.102714,0.110326,0.09639324999999997,0.0016904035626280273,0.094247,0.097757,0.07144400000000001,0.0005068028126491504,0.070359,0.071661,58.976225510000006,0.09213182348394501,58.93677408,59.17346796,36.3690512,0.05681693937783784,36.344721,36.490689,8.33983984,0.013027961923186367,8.33426016,8.36773104,-0.007611999999999994,-0.0035099999999999992,-0.0013019999999999976,0.23669388000000424,0.14596272,0.0334708800000012,0.011215333333333355,0.005794999999999995,7.520876112251882,8.968462549277266,-3.0223390275952693,90.2431011826544,7.520876112251882,15942.0,0.32517877305231463,0.010232718604942917,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,5273.0,0.0,301.0,,,,,441.85,242.0,0.0,13.65,0.165794,0.087899,44.31137796,0.0,29.44,34.68,34.68,1,57.99,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.169938,0.0025028732579686413,0.167118,0.172468,0.0883455833333333,0.00041947292866017046,0.087881,0.0888149999999999,0.0,0.0,0.0,0.0,44.26693046,6.179143800823807e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005350000000000021,0.0001810000000000006,0.0,-1.1999999998124622e-06,0.0,0.0,0.08159241666666671,0.004628000000000021,3.863107460643395,1.6425755584756898,-10.249671484888305,46.353482260183966,3.863107460643395,5273.0,0.6849990517731841,0.010997534610278779,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,3490.0,0.0,0.0,,,,,662.14,0.0,0.0,13.09,0.182936,0.0,47.30237796,0.0,0.0,35.92,35.92,1,269.33,4,lxidpiddsbxsbosboudacockeimpuepw,10.392,0.19004083333333333,0.0022976116387292763,0.187438,0.1919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.76093046,6.179143800823807e-07,45.76092996,45.76093116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004461999999999994,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.19004083333333333,0.004461999999999994,3.8548939082819986,2.0367936925098555,-9.789750328515112,21.97766097240473,3.8548939082819986,3490.0,0.0,0.07717191977077363,0,0,0
missing,,19474.0,0.0,73.0,,,,,2294.04,73.0,0.0,38.35,0.165022,0.08638,44.31137796,0.0,8.71,8.8,8.8,1,156.15,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0.168357,0.0021158093229090976,0.165384,0.170012,0.08686024999999993,0.00032922916169297704,0.086328,0.0870809999999999,0.0,0.0,0.0,0.0,44.29656036,0.06920058430903656,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029879999999999907,-0.0001949999999998897,0.0,0.17777879999999868,0.0,0.0,0.08149675000000008,0.004627999999999993,5.193702943189596,9.69119579500657,-2.299605781865966,62.319316688567675,5.193702943189596,19474.0,0.04498305432884872,0.008018383485673205,0,0,0
missing,ewpakwlliwisiwduibdlfmalxowmwpci,7716.0,0.0,2107.0,,,,,1138.87,2107.0,0.0,16.63,0.141666,0.0,44.31137796,0.0,302.0,10.08,10.08,1,94.0,3,ldkssxwpmemidmecebumciepifcamkci,10.392,0.1474150833333333,0.0036523562371889775,0.143442,0.151367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.370635459999995,0.09154339757940465,44.26693116,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007829000000000003,0.0,0.0,0.17777879999999868,0.0,0.0,0.1474150833333333,0.0044620000000000215,3.3045859000684463,8.344283837056505,-3.6465177398160313,5.683311432325887,3.3045859000684463,7716.0,3.276827371695179,0.012182477967858995,0,0,0
ckfxocssowaeipxueikxcmaxdmcduxsa,foosdfpfkusacimwkcsosbicdxkicaua,7284.0,2813.0,901.0,,,,,1047.68,901.0,0.0,13.94,0.140621,0.0,44.31137796,1.0,127.9,22.52,22.52,3,85.65,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.14383433333333334,0.0013771953273580895,0.142494,0.146956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35582046,0.09284205479503417,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019369999999999943,0.0,0.0,0.17777879999999868,0.0,0.0,0.14383433333333334,0.004461999999999994,4.476386036960986,5.716162943495401,-6.2089356110381075,18.298291721419183,4.476386036960986,2428.0,1.4843492586490938,0.01175864909390445,1,0,0
other,foosdfpfkusacimwkcsosbicdxkicaua,11159.0,0.0,1008.0,,,,,1149.41,1008.0,0.0,130.32,0.1153599999999999,0.100243,40.9390266,0.0,100.16,19.16,19.16,1,137.05,5,lxidpiddsbxsbosboudacockeimpuepw,16.4,0.12547874999999994,0.005710565234322612,0.118353,0.1310319999999999,0.10527750000000001,0.003469960086225779,0.100689,0.108896,0.07507908333333334,0.0018862707054509472,0.072846,0.076955,40.662255099999996,0.19254675877978358,40.56596939999999,41.0622186,24.419572740000003,0.16636083953986294,24.33957804,24.77066364,16.29823396,0.15371461804283795,16.22638296,16.62488856,-0.012678999999999899,-0.006998000000000004,-0.0026339999999999975,0.4962492000000083,0.4310829599999977,0.3984998399999995,0.020201249999999935,0.00812800000000001,5.234770704996578,9.198423127463863,-2.759526938239159,3.383705650459921,5.234770704996578,11159.0,1.083968097499776,0.012281566448606507,0,0,0
apdekpcbwosbxepsfxclislboipuxpop,,2503923.0,475413.0,313018.0,,,,,4625.23,0.0,0.0,16.11,0.1640579999999999,0.086163,44.31137796,1.0,0.0,29.76,29.76,2,385.04,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,14.5,0.16847991666666662,0.0021829828824687842,0.1660569999999999,0.170685,0.08649975,0.0009707226104112522,0.084991,0.087421,0.0,0.0,0.0,0.0,44.40026526,0.08040348753813052,44.26693116,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035210000000001074,0.001676999999999998,0.0,0.17777879999999868,0.0,0.0,0.08198016666666662,0.004628000000000104,5.83709787816564,1.9710906701708277,-9.888304862023652,70.03942181340341,5.83709787816564,1251961.5,1.500132392250081,0.0001537746967458664,1,0,0
other,,132033.0,0.0,9951.0,,,,,4315.57,3388.0,0.0,131.05,0.1128599999999999,0.096521,40.606701,0.0,322.46,78.6,78.6,1,473.04,11,ldkssxwpmemidmecebumciepifcamkci,52.5,0.11957208333333334,0.0033332873879409293,0.115854,0.124015,0.09910641666666668,0.0011751193717570913,0.098169,0.102338,0.06984649999999999,0.0024623733008476366,0.067489,0.072249,40.6474275,0.08507958396583772,40.56596939999999,40.728885,24.38845514,0.051048168167587754,24.33957804,24.43733004,16.25897136,0.03403246030051558,16.22638296,16.29155496,-0.006075999999999998,-0.0011800000000000005,0.004706000000000002,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.02046566666666666,0.008161000000000002,10.877481177275838,5.5847568988173455,-6.307490144546649,18.429697766097238,10.877481177275838,132033.0,0.9044102610710959,0.0035827406784667473,0,0,1
missing,foosdfpfkusacimwkcsosbicdxkicaua,6650.0,0.0,0.0,,,,,510.81,0.0,0.0,18.37,0.144039,0.0,45.80687796,0.0,0.0,23.36,23.36,1,42.48,3,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14989336363636363,0.003096604019655353,0.1451039999999999,0.152445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.29925414181818,0.07191528125150842,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0073410000000000974,0.0,0.0,0.17777879999999868,0.0,0.0,0.14989336363636363,0.004461999999999994,3.077344284736482,11.070959264126149,-0.9198423127463863,2.0039421813403417,3.077344284736482,6650.0,0.0,0.006387969924812029,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,66750.0,0.0,5964.0,,,,,6464.12,5964.0,0.0,0.0,0.114586,0.097701,40.606701,0.0,562.72,56.35,56.35,1,590.88,4,lxidpiddsbxsbosboudacockeimpuepw,63.0,0.12130063636363636,0.003852170641929752,0.117585,0.125746,0.10082545454545455,0.0021389250741265524,0.099118,0.103521,0.07066390909090908,0.00168461327636615,0.067257,0.071451,40.69926398181818,0.06590260506787293,40.56596939999999,40.728885,24.41955742909091,0.03954156304072206,24.33958068,24.43733004,16.279706552727273,0.02636104202714745,16.22638872,16.29155496,-0.0041140000000000065,0.0002339999999999981,0.004140000000000005,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.02047518181818181,0.008161000000000002,3.7508555783709787,3.088042049934297,-8.902759526938238,20.92641261498029,3.7508555783709787,66750.0,1.0721797752808988,0.008852134831460674,0,0,0
apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,3329244.0,867921.0,509826.0,,,,,8568.72,14261.0,0.0,131.76,0.112922,0.09781,40.606701,1.0,1302.49,1.74,1.74,2,880.44,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,27.5,0.12281425,0.004486788710405031,0.115916,0.126409,0.10248233333333334,0.0022197408257121753,0.099461,0.104273,0.07227574999999993,0.00012607438280631442,0.071884,0.0723309999999999,40.5795475,0.04702911593876388,40.56596939999999,40.728885,24.347725139999998,0.02821822537736934,24.33957804,24.43733004,16.23181636,0.018812780286449074,16.22638296,16.29155496,-0.010492999999999988,-0.004812000000000011,-0.00044699999999989193,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020331916666666658,0.008160999999999988,5.1416837782340865,10.315374507227332,-1.6754270696452036,61.695137976346906,5.1416837782340865,1664622.0,1.837628002032894,0.0002644564351546477,1,0,0
apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,902778.0,0.0,24229.0,,,,,1138.33,0.0,0.0,17.77,0.1646369999999999,0.087381,44.31137796,0.0,0.0,15.08,15.08,1,100.22,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0.16779716666666666,0.0013366725874576152,0.166638,0.171266,0.08611425,0.00199657721317805,0.084213,0.088643,0.0,0.0,0.0,0.0,44.35582046,0.09284205479503417,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015469999999999928,0.0036769999999999997,0.0,0.17777879999999868,0.0,0.0,0.08168291666666666,0.004627999999999993,5.522245037645448,5.7490144546649145,-6.2089356110381075,66.26149802890933,5.522245037645448,902778.0,0.32205924380080153,0.00011101289575067181,0,0,0
missing,usilxuppasemubllopkaafesmlibmsdf,1705.0,0.0,0.0,,,,,255.95,0.0,0.0,18.49,0.144039,0.0,46.30537836,0.0,0.0,21.3,21.3,1,21.3,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.8,0.14972108333333334,0.003554880728297949,0.144524,0.152445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.26693026,5.427204220461904e-07,44.26692996,44.26693116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007920999999999984,0.0,0.0,-1.1999999998124622e-06,0.0,0.0,0.14972108333333334,0.004461999999999994,4.016427104722792,11.826544021024967,-0.164257555847569,2.0039421813403417,4.016427104722792,1705.0,0.0,0.01249266862170088,0,0,0
apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1500637.0,1859491.0,27931.0,,,,,4048.95,0.0,0.0,39.4,0.142174,0.0,44.44470996,1.0,0.0,0.12,0.12,2,267.45,3,lxidpiddsbxsbosboudacockeimpuepw,15.0,0.14622283333333333,0.0022976116387292763,0.14362,0.148082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44470995999999,0.0,44.44470996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004461999999999994,0.0,0.0,0.0,0.0,0.0,0.14622283333333333,0.004461999999999994,3.1457905544147846,5.978975032851511,-5.946123521681997,37.746386333771355,3.1457905544147846,750318.5,0.2233531493625707,0.00017822431407462296,1,0,0
apdekpcbwosbxepsfxclislboipuxpop,,232095.0,0.0,16739.0,,,,,3065.18,1019.0,0.0,201.04,0.1001669999999999,0.091892,58.99595196,0.0,90.68,-0.18,-0.18,1,296.54,8,ldkssxwpmemidmecebumciepifcamkci,7.0,0.10429908333333333,0.0021769677184032095,0.100202,0.105997,0.09356474999999999,0.0009231323282468985,0.091031,0.094146,0.06955666666666667,0.0010585868224222614,0.06884,0.07099,59.17346796,0.0,59.17346796,59.17346796,36.490689,0.0,36.490689,36.490689,8.36773104,0.0,8.36773104,8.36773104,-0.0036449999999999955,-0.0009649999999999936,0.002149999999999999,0.0,0.0,0.0,0.010734333333333346,0.005794999999999995,7.542778918548939,2.7923784494086727,-16.918528252299605,9.231274638633376,7.542778918548939,232095.0,0.8654559555354489,0.0012776664727805426,0,0,0
missing,,36063.0,0.0,3407.0,,,,,3329.51,3407.0,0.0,132.08,0.1169099999999999,0.100572,40.606701,0.0,313.22,26.62,26.62,1,435.28,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,34.5,0.12452366666666666,0.004069497586442418,0.119916,0.128077,0.10413433333333333,0.001740602734338844,0.102232,0.106401,0.07502141666666667,0.0015461589626810032,0.07327,0.076311,40.6610035,0.0838899100606404,40.56596939999999,40.728885,24.39660114,0.05033394603638224,24.33958068,24.43733004,16.26440236,0.03355596402425514,16.22638872,16.29155496,-0.007793999999999995,-0.002897999999999998,0.0029870000000000035,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.02038933333333333,0.008161000000000002,5.607118412046543,6.767411300919842,-5.19053876478318,29.23784494086728,5.607118412046543,36063.0,1.1336827219033359,0.012069988631006848,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,16899.0,0.0,2784.0,,,,,2482.3,2784.0,0.0,1.43,0.144058,0.0,44.31137796,0.0,402.99,3.4,3.4,1,205.84,3,lxidpiddsbxsbosboudacockeimpuepw,12.5,0.14688491666666662,0.0022888578516699733,0.144292,0.1487369999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.341005259999996,0.09154375067456556,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044449999999998935,0.0,0.0,0.17777879999999868,0.0,0.0,0.14688491666666662,0.0044449999999998935,3.058179329226557,11.300919842312746,-0.6898817345597897,2.0039421813403417,3.058179329226557,16899.0,1.9769217113438664,0.012180602402509025,0,0,0
missing,foosdfpfkusacimwkcsosbicdxkicaua,2173.0,4779.0,215.0,,,,,318.25,215.0,0.0,18.27,0.144038,0.0,46.30537836,1.0,31.22,20.54,20.54,2,27.21,4,lxidpiddsbxsbosboudacockeimpuepw,10.392,0.14651683333333335,0.0025074262731238136,0.141621,0.148405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61137666,0.5773503846596809,44.44470996,46.44471036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002488000000000018,0.0,0.0,2.0000004000000047,0.0,0.0,0.14651683333333335,0.0044620000000000215,3.567419575633128,11.300919842312746,-0.6898817345597897,2.0039421813403417,3.567419575633128,1086.5,1.1872986654394846,0.01252185918085596,1,0,0
kwuslieomapmswolewpobpplkaooaaew,,81098.0,0.0,8610.0,,,,,8383.77,8610.0,0.0,132.56,0.114481,0.098142,40.606701,0.0,853.71,22.92,22.92,1,845.69,5,ldkssxwpmemidmecebumciepifcamkci,23.0,0.12381966666666666,0.004987089301082314,0.117479,0.128069,0.10339349999999999,0.0027618881387393656,0.099794,0.105842,0.07353383333333334,0.0003209434482423625,0.073139,0.073819,40.728885,0.0,40.728885,40.728885,24.437330039999996,0.0,24.43733004,24.43733004,16.29155496,0.0,16.29155496,16.29155496,-0.010589999999999988,-0.006048000000000012,4.599999999999049e-05,0.0,0.0,0.0,0.020426166666666676,0.008160999999999988,5.308692676249144,8.31143232588699,-3.679369250985545,7.293035479632063,5.308692676249144,81098.0,1.2740141557128413,0.010428000690522578,0,0,1
missing,foosdfpfkusacimwkcsosbicdxkicaua,2269.0,0.0,188.0,134.3,134.3,1454.59,18.68,230.09,188.0,0.0,143.26,0.1169,0.1000149999999999,40.606701,0.0,18.68,42.6,42.6,1,24.72,5,lxidpiddsbxsbosboudacockeimpuepw,17.07,0.12433841666666666,0.003976470830416261,0.119906,0.128067,0.10379375,0.001989295129847851,0.101673,0.105842,0.07316033333333334,0.0013680648797303138,0.070232,0.073773,40.7017324,0.06341481129372341,40.56596939999999,40.728885,24.421038479999996,0.03804888677623239,24.33958068,24.43733004,16.28069392,0.025365924517487648,16.22638872,16.29155496,-0.006191999999999989,-0.0023019999999999985,0.003487000000000004,0.16291560000000516,0.09774935999999812,0.06516623999999993,0.020544666666666656,0.008160999999999988,4.870636550308008,1.5440210249671484,-10.413929040735873,58.44283837056504,4.870636550308008,2269.0,0.9942706037902159,0.010894667254297047,0,1,1
missing,foosdfpfkusacimwkcsosbicdxkicaua,41684.0,0.0,5653.0,,,,,1645.86,1505.0,0.0,14.42,0.1457109999999999,0.0,44.31137796,0.0,221.41,20.2,20.2,1,156.94,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0.14985533333333334,0.0020002917211489305,0.1476,0.152062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35582046,0.09284205479503417,44.26692996,44.44470996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037669999999999926,0.0,0.0,0.17777879999999868,0.0,0.0,0.14985533333333334,0.004461999999999994,3.575633127994524,5.091984231274639,-6.800262812089356,42.90407358738502,3.575633127994524,41684.0,1.627387007005086,0.0037649937625947607,0,0,0
